node_id, total_out, total_in, pos_in, neg_in, pos_out,neg_out
Hermione1980, 64, 14, 11, 3, 49, 15
JIP, 29, 177, 168, 9, 29, 0
Shimgray, 34, 39, 29, 10, 34, 0
Gkhan (page does not exist), 0, 18, 14, 4, 0, 0
Merovingian, 1, 626, 609, 17, 0, 1
Titoxd, 78, 177, 161, 16, 76, 2
Celestianpower, 78, 143, 133, 10, 69, 9
CambridgeBayWeather, 46, 99, 97, 2, 44, 2
Journalist, 85, 188, 173, 15, 84, 1
Aranda56 (page does not exist), 0, 207, 198, 9, 0, 0
Redwolf24, 12, 124, 115, 9, 8, 4
Dmcdevit, 42, 83, 68, 15, 39, 3
Albus Dumbledore (page does not exist), 0, 1, 1, 0, 0, 0
Chosen One, 0, 1, 1, 0, 0, 0
Draco Malfoy (page does not exist), 0, 1, 1, 0, 0, 0
Mikkalai, 1, 11, 5, 6, 0, 1
Tabor, 0, 3, 3, 0, 0, 0
Aquillion, 0, 11, 10, 1, 0, 0
Sjakkalle, 48, 302, 242, 60, 47, 1
Gadfium, 25, 67, 64, 3, 25, 0
Nandesuka, 59, 18, 15, 3, 40, 19
FireFox, 96, 198, 196, 2, 93, 3
Carbonite, 25, 56, 47, 9, 25, 0
Biekko (page does not exist), 0, 21, 21, 0, 0, 0
El C, 0, 299, 271, 28, 0, 0
The wub, 0, 161, 140, 21, 0, 0
Radiant!, 0, 109, 69, 40, 0, 0
Haukurth, 62, 74, 55, 19, 54, 8
Redvers, 117, 40, 35, 5, 116, 1
Borisblue, 54, 22, 17, 5, 51, 3
Friday, 49, 50, 39, 11, 42, 7
Y0u, 11, 26, 26, 0, 11, 0
Ral315, 29, 120, 93, 27, 28, 1
Drini, 64, 60, 58, 2, 64, 0
Tony Sidaway, 0, 40, 35, 5, 0, 0
Evilphoenix, 34, 25, 13, 12, 34, 0
Sonic Mew, 0, 3, 3, 0, 0, 0
Unfocused, 0, 23, 21, 2, 0, 0
Rogerd, 61, 354, 273, 81, 60, 1
Splash, 84, 94, 73, 21, 77, 7
Encephalon, 141, 81, 79, 2, 133, 8
Who, 97, 34, 32, 2, 86, 11
Kirill Lokshin, 0, 192, 182, 10, 0, 0
Lupin, 34, 11, 10, 1, 17, 17
Shauri, 56, 29, 26, 3, 45, 11
R.D.H. (Ghost In The Machine), 0, 58, 52, 6, 0, 0
Szyslak, 0, 33, 31, 2, 0, 0
Lord Voldemort, 0, 30, 25, 5, 0, 0
Xoloz, 162, 360, 255, 105, 149, 13
Katefan0, 74, 17, 16, 1, 64, 10
Thatdog, 0, 8, 8, 0, 0, 0
NSR, 0, 5, 5, 0, 0, 0
MONGO, 86, 494, 362, 132, 51, 35
Astrotrain (page does not exist), 0, 43, 29, 14, 0, 0
Private Butcher, 0, 121, 104, 17, 0, 0
Freestylefrappe, 54, 72, 46, 26, 36, 18
Filiocht, 0, 28, 23, 5, 0, 0
WikiFanatic (page does not exist), 0, 31, 25, 6, 0, 0
Gamaliel, 26, 28, 10, 18, 20, 6
Hall Monitor, 0, 103, 96, 7, 0, 0
Alkivar, 88, 110, 84, 26, 63, 25
Dragons flight, 0, 36, 24, 12, 0, 0
Francs2000, 1, 80, 78, 2, 0, 1
Proto, 126, 202, 175, 27, 123, 3
GTBacchus, 41, 3, 1, 2, 39, 2
NSLE, 73, 123, 101, 22, 71, 2
KnowledgeOfSelf, 62, 70, 57, 13, 62, 0
Christopher Parham, 0, 207, 185, 22, 0, 0
Gurubrahma, 50, 37, 34, 3, 50, 0
Shanel, 38, 40, 37, 3, 37, 1
LordViD, 0, 23, 23, 0, 0, 0
Nightstallion, 72, 98, 95, 3, 51, 21
Gator1, 119, 88, 86, 2, 118, 1
Wezzo, 0, 54, 54, 0, 0, 0
BD2412, 190, 256, 197, 59, 188, 2
Izehar (page does not exist), 0, 79, 78, 1, 0, 0
Linuxbeak, 55, 53, 47, 6, 38, 17
Xaosflux, 0, 67, 49, 18, 0, 0
Brian0918, 0, 91, 74, 17, 0, 0
Conscious, 84, 44, 42, 2, 84, 0
Smerk (page does not exist), 0, 1, 1, 0, 0, 0
Ianbrown, 60, 12, 12, 0, 60, 0
Simetrical, 0, 11, 10, 1, 0, 0
Reflex Reaction, 0, 24, 23, 1, 0, 0
Smmurphy, 0, 34, 16, 18, 0, 0
FCYTravis, 26, 33, 32, 1, 25, 1
Sarge Baldy, 0, 43, 40, 3, 0, 0
Jnothman, 0, 32, 31, 1, 0, 0
Grutness, 45, 204, 194, 10, 43, 2
Garion96, 56, 132, 68, 64, 53, 3
Jmason888 (page does not exist), 0, 1, 1, 0, 0, 0
Revived, 0, 2, 2, 0, 0, 0
Pádraic MacUidhir (page does not exist), 0, 13, 12, 1, 0, 0
Kefalonia, 0, 72, 64, 8, 0, 0
Bunchofgrapes, 35, 23, 23, 0, 35, 0
"Can't sleep, clown will eat me", 0, 102, 99, 3, 0, 0
Zordrac, 0, 14, 6, 8, 0, 0
Babajobu, 70, 14, 13, 1, 69, 1
FayssalF, 41, 192, 161, 31, 39, 2
Karmafist, 57, 55, 51, 4, 54, 3
Terenceong1992, 0, 99, 99, 0, 0, 0
MarkGallagher, 0, 79, 72, 7, 0, 0
Anonymous editor, 0, 120, 119, 1, 0, 0
FrancisTyers, 59, 5, 4, 1, 59, 0
Phaedriel, 305, 170, 164, 6, 285, 20
Robchurch, 62, 44, 34, 10, 62, 0
Jonathunder, 56, 177, 108, 69, 56, 0
Fadix, 0, 18, 14, 4, 0, 0
TenOfAllTrades, 64, 75, 65, 10, 55, 9
Demi, 57, 3, 3, 0, 57, 0
Mailer diablo, 0, 715, 563, 152, 0, 0
Tznkai, 54, 16, 7, 9, 53, 1
Arminius, 0, 16, 16, 0, 0, 0
Sean Black, 0, 68, 61, 7, 0, 0
SlimVirgin, 79, 245, 132, 113, 76, 3
Grue, 27, 159, 142, 17, 15, 12
Micahmn, 0, 21, 21, 0, 0, 0
Sj, 0, 112, 89, 23, 0, 0
Deepak gupta (page does not exist), 0, 6, 6, 0, 0, 0
Dlyons493, 0, 108, 105, 3, 0, 0
Bhadani, 45, 292, 216, 76, 43, 2
Palmiro, 0, 19, 18, 1, 0, 0
Encyclopedist, 0, 94, 91, 3, 0, 0
Yuber, 0, 6, 6, 0, 0, 0
Banes, 73, 86, 85, 1, 61, 12
TShilo12, 65, 42, 36, 6, 55, 10
Dbiv, 14, 68, 65, 3, 14, 0
Jbamb, 0, 28, 28, 0, 0, 0
JCarriker, 0, 58, 58, 0, 0, 0
Titoxd/Flcelloguy's Tool, 0, 10, 10, 0, 0, 0
Jayjg, 37, 340, 248, 92, 24, 13
Sango123, 40, 149, 148, 1, 39, 1
Bogdangiusca, 40, 7, 5, 2, 30, 10
Doc glasgow, 0, 62, 47, 15, 0, 0
Wgfinley, 50, 10, 6, 4, 45, 5
Juntung, 0, 202, 198, 4, 0, 0
CltFn, 0, 2, 1, 1, 0, 0
Eliezer (page does not exist), 0, 12, 12, 0, 0, 0
Wsiegmund, 0, 54, 37, 17, 0, 0
Oleg Alexandrov, 0, 60, 42, 18, 0, 0
MPerel, 0, 108, 96, 12, 0, 0
Alphax, 0, 57, 53, 4, 0, 0
Kingturtle, 0, 98, 56, 42, 0, 0
Cyde, 140, 57, 38, 19, 103, 37
FRS, 0, 3, 3, 0, 0, 0
Kin Khan, 0, 2, 2, 0, 0, 0
Kelly Martin, 0, 57, 38, 19, 0, 0
Guettarda, 45, 134, 111, 23, 40, 5
Ambush_Commander, 62, 0, 0, 0, 59, 3
WearingSunglasses, 0, 2, 2, 0, 0, 0
JHMM13, 0, 25, 24, 1, 0, 0
Swatjester, 97, 102, 77, 25, 96, 1
Jitse Niesen, 0, 37, 29, 8, 0, 0
Orioane, 29, 26, 25, 1, 28, 1
Silensor, 0, 53, 43, 10, 0, 0
Paolo Liberatore (page does not exist), 0, 28, 24, 4, 0, 0
Pgk, 0, 47, 39, 8, 0, 0
Bluemoose, 23, 111, 107, 4, 22, 1
Johntex, 42, 38, 30, 8, 37, 5
Naconkantari, 113, 113, 98, 15, 95, 18
Sharpdust (page does not exist), 0, 1, 1, 0, 0, 0
Quarl, 84, 162, 146, 16, 80, 4
Bobet, 69, 37, 26, 11, 69, 0
DaGizza, 96, 113, 66, 47, 94, 2
Kafziel, 99, 36, 26, 10, 97, 2
Gryffindor, 104, 59, 59, 0, 100, 4
Dustimagic, 60, 15, 15, 0, 54, 6
DESiegel, 56, 14, 7, 7, 49, 7
John Reid, 0, 29, 26, 3, 0, 0
DS1953, 0, 185, 182, 3, 0, 0
Mdd4696, 50, 15, 13, 2, 50, 0
Antandrus, 36, 232, 201, 31, 36, 0
PS2pcGAMER, 77, 27, 22, 5, 72, 5
Nichalp, 16, 93, 75, 18, 14, 2
Thunderbrand, 9, 72, 72, 0, 9, 0
DakotaKahn (page does not exist), 0, 88, 86, 2, 0, 0
Thryduulf, 66, 79, 70, 9, 49, 17
Cyberjunkie, 63, 90, 83, 7, 63, 0
Ilyanep, 0, 25, 22, 3, 0, 0
А, 0, 11, 11, 0, 0, 0
Colin Kimbrell, 0, 42, 42, 0, 0, 0
Piedras grandes, 0, 5, 5, 0, 0, 0
Wikiacc, 20, 17, 16, 1, 20, 0
Masssiveego, 0, 83, 16, 67, 0, 0
Jedi6, 84, 42, 41, 1, 64, 20
Deckiller, 80, 87, 67, 20, 76, 4
Deckiller/EA, 0, 55, 45, 10, 0, 0
Xchrisblackx (page does not exist), 0, 4, 4, 0, 0, 0
JoshuaZ, 155, 170, 98, 72, 138, 17
Richardcavell, 71, 121, 82, 39, 71, 0
Wezzo/Esperanza, 0, 32, 32, 0, 0, 0
Wezzo/userboxes, 0, 35, 35, 0, 0, 0
Siva1979, 0, 690, 460, 230, 0, 0
CBDunkerson, 122, 20, 19, 1, 121, 1
Darthgriz98, 52, 31, 28, 3, 52, 0
Gflores (page does not exist), 0, 20, 20, 0, 0, 0
Gflores/Esperanza (page does not exist), 0, 6, 6, 0, 0, 0
Ac1983fan, 0, 9, 6, 3, 0, 0
Master of Puppets, 0, 139, 65, 74, 0, 0
Master of Puppets/EA (page does not exist), 0, 44, 41, 3, 0, 0
FireFox/voting, 0, 17, 17, 0, 0, 0
Master Jay, 0, 153, 147, 6, 0, 0
BorgHunter, 30, 38, 28, 10, 24, 6
BorgHunter/AntiUBX (page does not exist), 0, 23, 18, 5, 0, 0
BryanG, 0, 45, 42, 3, 0, 0
Rspeer, 50, 67, 28, 39, 41, 9
Patman2648, 0, 35, 35, 0, 0, 0
Brazil4Linux, 0, 1, 0, 1, 0, 0
Hinotori, 0, 2, 2, 0, 0, 0
Tdxiang, 0, 25, 25, 0, 0, 0
Jusjih, 89, 196, 184, 12, 71, 18
The ed17, 0, 128, 8, 120, 0, 0
Mirlen, 0, 10, 10, 0, 0, 0
Mirlen/EA, 0, 7, 7, 0, 0, 0
Admrboltz/Esperanza (page does not exist), 0, 13, 12, 1, 0, 0
Admrboltz, 25, 23, 18, 5, 24, 1
ILovePlankton, 0, 12, 10, 2, 0, 0
ILovePlankton/Esperanza (page does not exist), 0, 4, 4, 0, 0, 0
Matt Yeager, 0, 76, 72, 4, 0, 0
Xolatron, 0, 3, 3, 0, 0, 0
GoldDragon, 0, 2, 1, 1, 0, 0
Blnguyen (page does not exist), 0, 289, 207, 82, 0, 0
Terence Ong (page does not exist), 0, 307, 302, 5, 0, 0
Petros471/RfA criteria, 0, 14, 11, 3, 0, 0
Petros471, 94, 42, 33, 9, 80, 14
Jacoplane, 33, 25, 20, 5, 28, 5
Whouk, 86, 25, 24, 1, 75, 11
Whouk/Esperanza, 0, 15, 14, 1, 0, 0
Kusma, 88, 181, 104, 77, 88, 0
Wiki alf, 0, 148, 146, 2, 0, 0
Jahiegel, 0, 156, 124, 32, 0, 0
Tawker, 180, 182, 150, 32, 137, 43
NoSeptember, 49, 41, 39, 2, 42, 7
Sceptre, 50, 121, 66, 55, 38, 12
Aksi great, 0, 51, 47, 4, 0, 0
Firestorm, 0, 11, 1, 10, 0, 0
Dragon's Blood, 0, 12, 4, 8, 0, 0
Wikipeedio, 0, 2, 1, 1, 0, 0
Covington, 0, 42, 37, 5, 0, 0
Angr, 35, 30, 25, 5, 35, 0
DarthVader, 0, 138, 134, 4, 0, 0
Kimchi.sg, 131, 56, 45, 11, 123, 8
RobNY, 0, 23, 22, 1, 0, 0
ProhibitOnions, 69, 22, 22, 0, 66, 3
Doom127, 0, 1, 0, 1, 0, 0
Lar/Esperanza (page does not exist), 0, 56, 51, 5, 0, 0
Lar, 128, 152, 111, 41, 112, 16
Rick Browser, 0, 1, 0, 1, 0, 0
Royboycrashfan, 75, 99, 91, 8, 61, 14
Weatherman90, 0, 23, 20, 3, 0, 0
Moe Epsilon, 0, 114, 88, 26, 0, 0
Phair, 0, 1, 0, 1, 0, 0
Sarah Ewart, 0, 154, 126, 28, 0, 0
Laurascudder, 93, 10, 5, 5, 92, 1
The Eye, 0, 1, 0, 1, 0, 0
Saravask, 68, 8, 7, 1, 67, 1
Rama's Arrow, 0, 166, 162, 4, 0, 0
Ambuj.Saxena, 0, 37, 34, 3, 0, 0
Samir (The Scope) (page does not exist), 0, 122, 108, 14, 0, 0
Dwaipayanc, 0, 52, 39, 13, 0, 0
Khoikhoi, 163, 204, 198, 6, 116, 47
Cheesehead Fan, 0, 1, 1, 0, 0, 0
Bishonen, 117, 110, 79, 31, 102, 15
Deiz, 77, 79, 75, 4, 66, 11
Jaranda (page does not exist), 0, 238, 212, 26, 0, 0
Searchme, 50, 153, 153, 0, 50, 0
Green Giant, 0, 8, 5, 3, 0, 0
Thunderboltz, 0, 5, 4, 1, 0, 0
Raghu.kuttan, 0, 3, 3, 0, 0, 0
Ganeshk, 100, 29, 27, 2, 96, 4
Deville, 78, 70, 60, 10, 0, 78
Tintin1107, 0, 39, 33, 6, 0, 0
Sundar, 16, 14, 11, 3, 16, 0
Anirudhsbh, 0, 29, 29, 0, 0, 0
Computerjoe, 0, 72, 66, 6, 0, 0
AndyZ, 70, 9, 8, 1, 70, 0
FloNight, 107, 80, 63, 17, 92, 15
Mets501, 101, 54, 48, 6, 95, 6
Mets501/Esperanza, 0, 20, 19, 1, 0, 0
Elkman/Esperanza, 0, 24, 23, 1, 0, 0
Elkman, 63, 96, 70, 26, 57, 6
Davewild, 37, 223, 139, 84, 0, 37
OSU80, 0, 7, 7, 0, 0, 0
172, 0, 112, 108, 4, 0, 0
CJLL Wright, 0, 35, 32, 3, 0, 0
Srikeit, 133, 78, 76, 2, 122, 11
Srikeit/Esperanza (page does not exist), 0, 40, 38, 2, 0, 0
Irpen, 0, 39, 25, 14, 0, 0
Yamaguchi先生, 0, 46, 38, 8, 0, 0
Staxringold, 87, 37, 29, 8, 87, 0
Stifle, 74, 273, 54, 219, 67, 7
Primate (page does not exist), 0, 14, 13, 1, 0, 0
Samsara, 80, 35, 19, 16, 70, 10
Cactus.man, 88, 43, 36, 7, 87, 1
Hydkat, 0, 5, 5, 0, 0, 0
Hydkat/Esperanza, 0, 5, 5, 0, 0, 0
Kungfuadam, 0, 119, 115, 4, 0, 0
Grace Note, 0, 48, 20, 28, 0, 0
SandyGeorgia, 0, 80, 24, 56, 0, 0
Avraham, 74, 97, 34, 63, 66, 8
Briangotts, 32, 52, 48, 4, 30, 2
Crzrussian, 290, 156, 125, 31, 235, 55
Yanksox, 131, 94, 65, 29, 112, 19
RandyWang, 0, 54, 46, 8, 0, 0
Ikiroid, 88, 37, 33, 4, 82, 6
Ikiroid/Desk, 0, 24, 21, 3, 0, 0
ForestH2, 0, 39, 39, 0, 0, 0
Abcdefghijklm (page does not exist), 0, 18, 17, 1, 0, 0
Digitalme, 0, 51, 50, 1, 0, 0
Digitalme/Esperanza, 0, 33, 32, 1, 0, 0
Brisvegas, 0, 21, 21, 0, 0, 0
Brisvegas/Esperanza, 0, 5, 5, 0, 0, 0
PinchasC, 46, 7, 7, 0, 46, 0
Nobleeagle, 0, 27, 20, 7, 0, 0
M1ss1ontomars2k4, 0, 14, 11, 3, 0, 0
M1ss1ontomars2k4/Esperanza, 0, 9, 8, 1, 0, 0
Adambiswanger1, 75, 33, 21, 12, 65, 10
AMK152, 0, 2, 2, 0, 0, 0
DVD R W, 0, 44, 44, 0, 0, 0
RadioKirk, 80, 54, 52, 2, 75, 5
Kinneyboy90, 0, 7, 4, 3, 0, 0
Jni, 26, 93, 78, 15, 23, 3
Anonymous anonymous, 0, 32, 30, 2, 0, 0
Winhunter, 61, 30, 26, 4, 61, 0
Stephen B Streater, 0, 29, 21, 8, 0, 0
T-rex, 0, 95, 64, 31, 0, 0
Heptor, 0, 4, 4, 0, 0, 0
IZAK, 0, 7, 7, 0, 0, 0
Humus sapiens, 0, 20, 19, 1, 0, 0
Blue520, 0, 32, 31, 1, 0, 0
Nesher, 0, 1, 1, 0, 0, 0
Searchme/Esperanza, 0, 38, 38, 0, 0, 0
Polonium, 0, 7, 7, 0, 0, 0
Arnzy (page does not exist), 0, 29, 27, 2, 0, 0
Daniel5127, 0, 44, 42, 2, 0, 0
Jossi, 0, 98, 76, 22, 0, 0
TruthCrusader (page does not exist), 0, 51, 49, 2, 0, 0
Kilo-Lima, 74, 49, 47, 2, 68, 6
Kilo-Lima/Esperanza (page does not exist), 0, 47, 45, 2, 0, 0
Where, 119, 16, 14, 2, 119, 0
HighwayCello, 0, 45, 42, 3, 0, 0
HighwayCello/Esperanza, 0, 44, 41, 3, 0, 0
Armedblowfish (page does not exist), 0, 11, 9, 2, 0, 0
Hoopydink/Esperanza (page does not exist), 0, 101, 86, 15, 0, 0
Tobyk777, 0, 2, 1, 1, 0, 0
JJay, 0, 14, 3, 11, 0, 0
Sean_Black, 280, 0, 0, 0, 190, 90
Cowman109, 78, 9, 8, 1, 71, 7
W.marsh (page does not exist), 0, 92, 80, 12, 0, 0
Steel359, 52, 53, 42, 11, 49, 3
Rje, 23, 225, 182, 43, 23, 0
Badlydrawnjeff (page does not exist), 0, 23, 13, 10, 0, 0
TKD, 39, 32, 28, 4, 39, 0
Crzrussian/Userpage, 0, 13, 10, 3, 0, 0
Ixfd64, 23, 58, 54, 4, 22, 1
Lightdarkness, 148, 33, 31, 2, 136, 12
1ne (page does not exist), 0, 39, 33, 6, 0, 0
Tariqabjotu, 125, 30, 18, 12, 118, 7
Alphachimp, 161, 86, 80, 6, 144, 17
Mindspillage, 43, 130, 129, 1, 38, 5
Digitalme/EA, 0, 18, 18, 0, 0, 0
Xyrael, 72, 24, 24, 0, 65, 7
Xyrael/Esperanza (page does not exist), 0, 21, 21, 0, 0, 0
Pschemp, 105, 104, 80, 24, 94, 11
Crazytales56297, 0, 25, 25, 0, 0, 0
Pilotguy, 134, 38, 33, 5, 133, 1
GHe, 0, 89, 82, 7, 0, 0
GHe/Esperanza, 0, 89, 82, 7, 0, 0
Will Beback, 0, 59, 43, 16, 0, 0
Benon, 0, 41, 38, 3, 0, 0
Bookofjude, 158, 21, 19, 2, 139, 19
Gmaxwell, 0, 23, 15, 8, 0, 0
Keitei, 0, 7, 3, 4, 0, 0
Hamster Sandwich, 0, 55, 50, 5, 0, 0
Interiot, 108, 17, 14, 3, 108, 0
Mike Halterman, 0, 60, 46, 14, 0, 0
Gray Porpoise, 0, 21, 20, 1, 0, 0
Hahnchen, 0, 39, 27, 12, 0, 0
Centrx, 75, 9, 2, 7, 53, 22
Alex Bakharev, 0, 158, 144, 14, 0, 0
Pepsidrinka, 92, 32, 30, 2, 89, 3
Peripitus, 94, 30, 14, 16, 0, 94
GIen, 106, 29, 27, 2, 86, 20
Klemen Kocjancic, 0, 12, 12, 0, 0, 0
Pegasus1138, 0, 21, 20, 1, 0, 0
Musical Linguist, 0, 40, 36, 4, 0, 0
Kalathalan, 0, 23, 23, 0, 0, 0
Phil Boswell, 0, 10, 9, 1, 0, 0
Celestianpower/Esperanza, 0, 47, 44, 3, 0, 0
Nightstallion/esperanza, 0, 17, 17, 0, 0, 0
GChriss, 0, 4, 3, 1, 0, 0
Improv, 49, 19, 14, 5, 47, 2
Tangotango, 122, 48, 46, 2, 122, 0
Tangotango/Esperanza (page does not exist), 0, 44, 42, 2, 0, 0
Tom harrison, 0, 25, 20, 5, 0, 0
Deathphoenix, 64, 81, 77, 4, 59, 5
HOTR (page does not exist), 0, 3, 3, 0, 0, 0
Philwelch, 52, 10, 7, 3, 42, 10
DragonflySixtyseven, 53, 45, 26, 19, 51, 2
AlisonW, 0, 1, 1, 0, 0, 0
Marudubshinki, 27, 11, 9, 2, 22, 5
Morven, 1, 36, 32, 4, 0, 1
ESkog, 93, 33, 31, 2, 92, 1
BigDT, 107, 45, 31, 14, 81, 26
Ian13, 75, 14, 13, 1, 53, 22
StuffOfInterest, 61, 8, 6, 2, 53, 8
NoSeptember/Signature11, 0, 8, 7, 1, 0, 0
SCZenz, 25, 23, 17, 6, 25, 0
Mackensen, 19, 80, 59, 21, 17, 2
Mboverload, 0, 8, 5, 3, 0, 0
Ac1983fan/esperanza (page does not exist), 0, 9, 6, 3, 0, 0
NicholasTurnbull, 58, 18, 18, 0, 49, 9
Ali K, 0, 8, 7, 1, 0, 0
Opabinia regalis, 0, 87, 36, 51, 0, 0
Aren't I Obscure?, 0, 3, 2, 1, 0, 0
BrokenSegue, 19, 10, 8, 2, 15, 4
Mike 7, 0, 190, 167, 23, 0, 0
Snoutwood, 68, 10, 8, 2, 68, 0
Sannse, 0, 19, 18, 1, 0, 0
Draicone (page does not exist), 0, 16, 16, 0, 0, 0
Mhking, 0, 27, 22, 5, 0, 0
"Hit bull, win steak", 0, 22, 20, 2, 0, 0
RicDod, 0, 6, 6, 0, 0, 0
WCityMike (page does not exist), 0, 2, 2, 0, 0, 0
Slgrandson, 0, 99, 74, 25, 0, 0
Josiah Rowe, 0, 2, 1, 1, 0, 0
Carnildo, 234, 34, 28, 6, 133, 101
Kylu, 163, 33, 29, 4, 112, 51
Sasquatch, 32, 30, 28, 2, 27, 5
Makemi, 57, 6, 6, 0, 51, 6
Dawson, 0, 6, 6, 0, 0, 0
Thebainer, 47, 23, 21, 2, 47, 0
Ryulong, 191, 16, 13, 3, 118, 73
Rune.welsh, 145, 18, 16, 2, 145, 0
Triona, 0, 29, 13, 16, 0, 0
Hipocrite, 0, 35, 18, 17, 0, 0
AKMask, 0, 14, 7, 7, 0, 0
Robth, 56, 9, 8, 1, 54, 2
Henry Flower, 0, 1, 0, 1, 0, 0
Rx StrangeLove, 0, 55, 37, 18, 0, 0
Chili14, 0, 3, 3, 0, 0, 0
Chili14/Esperanza (page does not exist), 0, 2, 2, 0, 0, 0
Vilerage, 0, 41, 41, 0, 0, 0
Vilerage/norealspamplease, 0, 32, 32, 0, 0, 0
Jeffrey O. Gustafson (page does not exist), 0, 41, 31, 10, 0, 0
Jeffrey O. Gustafson/Shazaam, 0, 33, 23, 10, 0, 0
Thesocialistesq, 0, 3, 3, 0, 0, 0
Viva La Vie Boheme!, 0, 9, 9, 0, 0, 0
Viva La Vie Boheme!/WC, 0, 9, 9, 0, 0, 0
Viva La Vie Boheme!/Concordia, 0, 9, 9, 0, 0, 0
Viva La Vie Boheme!/Esperanza, 0, 9, 9, 0, 0, 0
Esteffect, 0, 17, 5, 12, 0, 0
Woohookitty, 33, 19, 19, 0, 33, 0
Samuel Blanning, 0, 13, 11, 2, 0, 0
Cool Cat (page does not exist), 0, 11, 9, 2, 0, 0
Amgine (page does not exist), 0, 7, 6, 1, 0, 0
The Epopt, 0, 2, 1, 1, 0, 0
Terrancommander, 0, 15, 15, 0, 0, 0
Terrancommander/Esperanza, 0, 15, 15, 0, 0, 0
InShaneee, 47, 18, 17, 1, 44, 3
F-m-t, 0, 11, 9, 2, 0, 0
Danny, 1, 55, 51, 4, 0, 1
Malo, 61, 7, 6, 1, 61, 0
Rebecca, 0, 12, 5, 7, 0, 0
Misza13, 160, 37, 35, 2, 157, 3
Calton, 0, 15, 10, 5, 0, 0
Chairboy, 79, 32, 29, 3, 79, 0
Kim Bruning, 0, 54, 38, 16, 0, 0
BirgitteSB, 131, 8, 5, 3, 0, 131
Buickid, 0, 8, 8, 0, 0, 0
KillerChihuahua, 66, 67, 47, 20, 57, 9
Erik the Rude (page does not exist), 0, 2, 1, 1, 0, 0
Deon555, 0, 5, 4, 1, 0, 0
Guinnog, 89, 47, 42, 5, 61, 28
Themindset, 0, 47, 40, 7, 0, 0
Zeq, 0, 5, 2, 3, 0, 0
63.23.2.31 (page does not exist), 0, 1, 0, 1, 0, 0
Aguerriero (page does not exist), 0, 45, 38, 7, 0, 0
Thumbelina, 0, 49, 37, 12, 0, 0
David D., 0, 19, 10, 9, 0, 0
Joturner (page does not exist), 0, 46, 42, 4, 0, 0
Eluchil404, 63, 56, 40, 16, 58, 5
